0.00260417 1.21705e-15 5.41954e-16 6.94848e-16 -9.29066e-16 1.83688e-16 -4.99468e-15 2.22168e-16 8.23e-16 0 0 0 0.00520833 2.43137e-15 2.05297e-15 
0.00260417 -3.30759e-16 9.42147e-16 8.43625e-16 6.38097e-16 4.34872e-16 -3.8567e-15 3.71897e-16 8.77567e-16 0 0 0 0.00520833 -1.40451e-15 2.2881e-15 
0.00260417 -8.02159e-16 1.80675e-16 1.31951e-15 -5.9945e-16 5.74444e-16 -2.38486e-15 1.81139e-16 -2.11747e-17 0 0 0 0.00520833 1.07902e-15 1.91033e-16 
0.00260417 1.65236e-15 -5.60099e-16 -2.69181e-15 -6.39791e-16 -1.98845e-16 5.81322e-16 1.22914e-15 -4.95436e-16 0 0 0 0.00520833 1.88166e-15 -1.11386e-15 
0.00260417 -3.37775e-16 1.91743e-16 -8.32424e-16 1.1255e-15 -2.33147e-16 6.01526e-16 -9.47275e-16 2.61369e-16 0 0 0 0.00520833 -1.32327e-15 4.93349e-16 
0.00260417 -2.88557e-15 4.32883e-17 3.53733e-15 5.34975e-16 4.71218e-16 -2.49141e-15 -7.73991e-16 8.84168e-17 0 0 0 0.00520833 -5.53639e-15 1.37201e-16 
0.00260417 2.32253e-15 -9.61088e-16 3.01804e-15 7.58286e-17 1.62119e-16 -7.74117e-17 1.73509e-15 -7.45433e-16 0 0 0 0.00520833 2.63508e-15 -1.8498e-15 
0.00260417 3.65348e-15 -3.1926e-17 2.56731e-15 -1.40865e-16 -2.81567e-16 6.36514e-15 1.90438e-15 1.75479e-16 0 0 0 0.00520833 5.36794e-15 5.74245e-16 
0.00260417 -4.39926e-16 9.33821e-16 4.5609e-16 -1.75312e-15 1.62142e-16 8.90855e-15 -4.05595e-16 1.04088e-15 0 0 0 0.00520833 -2.28494e-15 2.4638e-15 
0.00260417 -3.91408e-15 1.89756e-16 -4.90507e-15 -7.4111e-16 3.39241e-16 4.80431e-15 -1.98803e-15 1.27327e-16 0 0 0 0.00520833 -3.98429e-15 5.7847e-16 
0.00260417 -1.25836e-15 -4.05521e-16 -1.68259e-15 2.56875e-15 -3.9276e-16 6.26024e-16 -3.17956e-16 -1.90392e-16 0 0 0 0.00520833 -2.62175e-15 -2.16968e-16 
0.00260417 2.40139e-15 -1.26817e-17 4.5857e-15 5.40647e-16 -3.17235e-16 1.59107e-15 1.01645e-15 4.1047e-16 0 0 0 0.00520833 5.84416e-15 7.89881e-16 
0.00260417 3.37428e-15 5.68902e-16 5.98261e-16 -2.34699e-15 -5.33877e-17 5.16779e-15 1.02137e-15 7.95529e-16 0 0 0 0.00520833 3.67182e-15 2.03986e-15 
0.00260417 -3.77827e-15 1.12628e-15 -4.55406e-15 -6.06564e-16 -1.20696e-16 4.16986e-15 -1.50846e-15 1.03509e-15 0 0 0 0.00520833 -5.21264e-15 2.82967e-15 
0.00260417 -3.35409e-15 3.63049e-16 -2.57844e-15 1.28072e-15 1.79583e-16 -1.90623e-15 -1.84956e-15 2.21415e-16 0 0 0 0.00520833 -5.07514e-15 5.71907e-16 
0.00260417 2.00531e-15 -1.23401e-15 1.07213e-15 1.28285e-15 1.39695e-16 -3.2485e-15 9.00629e-16 -9.79983e-16 0 0 0 0.00520833 5.08094e-15 -2.68944e-15 
0.00260417 3.56273e-15 -5.7546e-16 2.78422e-15 -4.54941e-16 -2.11891e-16 2.49395e-16 1.13317e-15 -3.83842e-16 0 0 0 0.00520833 5.32664e-15 -1.06091e-15 
0.00260417 -4.66588e-16 8.6527e-16 -8.0813e-16 -1.59322e-15 -6.74234e-17 2.42234e-15 2.52103e-16 6.45584e-16 0 0 0 0.00520833 -1.69889e-15 1.72678e-15 
0.00260417 -3.02531e-15 3.19797e-16 -3.65658e-15 -6.21154e-17 2.38601e-16 -1.56112e-16 -1.76735e-15 7.75477e-17 0 0 0 0.00520833 -3.97857e-15 1.62841e-16 
0.00260417 -1.04846e-15 -8.56694e-16 -1.48509e-15 1.32699e-15 5.63947e-17 -4.87226e-15 -8.48744e-16 -9.69419e-16 0 0 0 0.00520833 -1.614e-16 -2.26352e-15 
