0.5 -9.71445e-17 3.88578e-16 0 0 0 0 0 0 0 0 0 1.25 -2.22045e-16 9.99201e-16 
0.5 0 3.88578e-16 0 0 0 0 0 0 0 0 0 1.25 0 9.99201e-16 
0.0625 0 4.85723e-17 0 0 0 0 0 0 0 0 0 0.125 0 9.71445e-17 
0.0625 2.42861e-17 4.85723e-17 0 0 0 0 0 0 0 0 0 0.125 5.55112e-17 9.71445e-17 
0.5 -9.71445e-17 -1.88741e-32 0 0 0 0 0 0 0 0 0 1.25 -2.22045e-16 -4.31408e-32 
0.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 
0.0625 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 
0.0625 2.42861e-17 0 0 0 0 0 0 0 0 0 0 0.125 5.55112e-17 0 
0.5 -9.71445e-17 -1.88741e-32 0 0 0 0 0 0 0 0 0 1.25 -2.22045e-16 -4.31408e-32 
0.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 
0.0625 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 
0.0625 2.42861e-17 0 0 0 0 0 0 0 0 0 0 0.125 5.55112e-17 0 
0.5 -9.71445e-17 -1.88741e-32 0 0 0 0 0 0 0 0 0 1.25 -2.22045e-16 -4.31408e-32 
0.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 
0.0625 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 
0.0625 2.42861e-17 0 0 0 0 0 0 0 0 0 0 0.125 5.55112e-17 0 
0.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 
0.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 
0.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 
0.5 0 3.88578e-16 0 0 0 0 0 0 0 0 0 1.25 0 9.99201e-16 
0.0625 4.85723e-17 0 0 0 0 0 0 0 0 0 0 0.125 9.71445e-17 0 
0.0625 4.85723e-17 0 0 0 0 0 0 0 0 0 0 0.125 9.71445e-17 0 
0.0625 4.85723e-17 0 0 0 0 0 0 0 0 0 0 0.125 9.71445e-17 0 
0.0625 4.85723e-17 4.85723e-17 0 0 0 0 0 0 0 0 0 0.125 9.71445e-17 9.71445e-17 
0.5 -9.71445e-17 -1.94289e-16 0 0 0 0 0 0 0 0 0 1.25 -2.22045e-16 -4.996e-16 
0.5 -7.01038e-32 -1.94289e-16 0 0 0 0 0 0 0 0 0 1.25 -1.80267e-31 -4.996e-16 
0.0625 -8.76298e-33 -2.42861e-17 0 0 0 0 0 0 0 0 0 0.125 -1.7526e-32 -4.85723e-17 
0.0625 2.42861e-17 -2.42861e-17 0 0 0 0 0 0 0 0 0 0.125 5.55112e-17 -4.85723e-17 
0.5 -9.71445e-17 3.88578e-16 0 0 0 0 0 0 0 0 0 1.25 -2.22045e-16 9.99201e-16 
0.5 0 3.88578e-16 0 0 0 0 0 0 0 0 0 1.25 0 9.99201e-16 
0.0625 0 4.85723e-17 0 0 0 0 0 0 0 0 0 0.125 0 9.71445e-17 
0.0625 2.42861e-17 4.85723e-17 0 0 0 0 0 0 0 0 0 0.125 5.55112e-17 9.71445e-17 
